NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*,longitude,latitude
510027000081,VA-007-0070350,5100270,VA-007,PK,05,Abingdon Elementary,ARLINGTON CO PBLC SCHS,Arlington County,3035 S Abingdon St,Arlington,VA,22206,,(703)228-6650,12,City: Midsize,No,No,Yes,Yes,627.00000,54.77000,11.4000000,238.00000,66.00000,-77.09556680000001,38.8396428
510390001735,VA-094-0941080,5103900,VA-094,PK,05,Abingdon Elementary,WASHINGTON CO PBLC SCHS,Washington County,19431 Woodland Hills Rd,Abingdon,VA,24210,,(276)739-3400,23,Suburb: Small,No,No,Yes,No,508.00000,36.00000,14.1000000,194.00000,18.00000,-82.0167633,36.7130218
510390001736,VA-094-0941030,5103900,VA-094,09,12,Abingdon High,WASHINGTON CO PBLC SCHS,Washington County,705 Thompson Dr,Abingdon,VA,24210,,(276)739-3200,23,Suburb: Small,No,No,No,†,944.00000,58.35000,16.2000000,245.00000,40.00000,-81.9538161,36.7205411
510084002983,VA-021-0210930,5100840,VA-021,†,†,Academy 360,CHESTERFIELD CO PBLC SCHS,Chesterfield County,13900 Hull Street Road,Midlothian,VA,23112,,(804)768-6165,21,Suburb: Large,No,No,†,†,†,–,†,†,†,-77.660991,37.4066547
510189000805,VA-043-0430040,5101890,VA-043,†,†,Academy at Virginia Randolph,HENRICO CO PBLC SCHS,Henrico County,2204 Mountain Rd,Glen Allen,VA,23060,,(804)261-5085,21,Suburb: Large,No,Yes,†,†,†,–,†,†,†,-77.48295519999999,37.6620432
510267003018,VA-118-1180185,5102670,VA-118,03,08,Academy for Discovery at Lakewood,NORFOLK CITY PBLC SCHS,Norfolk city,1701 Alsace Ave,Norfolk,VA,23509,,(757)628-2477,12,City: Midsize,No,No,No,†,798.00000,52.94000,15.1000000,220.00000,64.00000,-76.26285159999999,36.8834062
510225003027,VA-053-0531080,5102250,VA-053,†,†,Academy of Engineering and Technology,LOUDOUN CO PBLC SCHS,Loudoun County,801 N King Street,Leesburg,VA,20176,,(571)252-1018,41,Rural: Fringe,No,No,†,†,†,–,†,†,†,-77.558382,39.13299019999999
510006001737,VA-001-0010701,5100060,VA-001,PK,05,Accawmacke Elementary,ACCOMACK CO PBLC SCHS,Accomack County,P.O. Box 389,Accomac,VA,23301,,(757)787-8013,43,Rural: Remote,No,No,Yes,Yes,540.00000,30.00000,18.0000000,356.00000,24.00000,-75.6698021,37.7193753
510264002343,VA-117-1171404,5102640,VA-117,PK,05,Achievable Dream Academy,NEWPORT NEWS CITY PBLC SCHS,Newport News city,726 16th St.,Newport News,VA,23607,,(757)928-6827,12,City: Midsize,No,Yes,Yes,Yes,669.00000,41.00000,16.3000000,572.00000,0.00000,-76.4133719,36.9758162
510264002344,VA-117-1171405,5102640,VA-117,06,12,Achievable Dream Middle/High,NEWPORT NEWS CITY PBLC SCHS,Newport News city,5720 Marshall Ave.,Newport News,VA,23605,,(757)283-7820,12,City: Midsize,No,Yes,No,†,463.00000,28.69000,16.1000000,397.00000,0.00000,-76.4264875,37.00401120000001
510126002674,VA-029-0292244,5101260,VA-029,†,†,Achievement Integrity And Maturity,FAIRFAX CO PBLC SCHS,Fairfax County,c/o Kathryn Salerno,Alexandria,VA,22306,,(703)660-2064,21,Suburb: Large,No,No,†,†,†,–,†,†,†,14.7680961,40.68244079999999
510162000678,VA-036-0360240,5101620,VA-036,PK,05,Achilles Elementary,GLOUCESTER CO PBLC SCHS,Gloucester County,9306 Guinea Road,Hayes,VA,23072,,(804)642-9140,41,Rural: Fringe,No,No,Yes,No,396.00000,25.00000,15.8000000,136.00000,36.00000,-76.4419377,37.2782927
510212002151,VA-050-0500180,5102120,VA-050,03,05,Acquinton Elementary,KING WILLIAM CO PBLC SCHS,King William County,18550 King William Road,King William,VA,23086,,(804)769-3434,42,Rural: Distant,No,No,No,†,518.00000,34.96000,14.8000000,110.00000,33.00000,-77.0342364,37.6950391
510330001412,VA-124-1240280,5103300,VA-124,06,08,Addison Aerospace Magnet Middle,ROANOKE CITY PBLC SCHS,Roanoke city,1220 5th Street NW,Roanoke,VA,24016,,(540)853-2681,13,City: Small,No,No,Yes,Yes,605.00000,38.00000,15.9000000,598.00000,0.00000,-79.9475124,37.2841296
510147002437,VA-034-0340586,5101470,VA-034,06,08,Admiral Richard E. Byrd Middle,FREDERICK CO PBLC SCHS,Frederick County,134 Rosa Lane,Winchester,VA,22602,,(540)662-0500,41,Rural: Fringe,No,No,No,†,936.00000,66.15000,14.1000000,180.00000,59.00000,-78.1493309,39.1245574
510111002467,VA-108-1081378,5101110,VA-108,†,†,Adult & Career Education Center,DANVILLE CITY PBLC SCHS,Danville city,141 Goode Street,Danville,VA,24541,,(434)799-6471,32,Town: Distant,No,No,†,†,†,–,†,†,†,-79.408019,36.5887599
510189000537,VA-043-0430460,5101890,VA-043,†,†,Adult Education Center,HENRICO CO PBLC SCHS,Henrico County,201 East Nine Mile Road,Highland Springs,VA,23075,,(804)328-4095,21,Suburb: Large,No,No,†,†,†,–,†,†,†,-77.3268287,37.5440686
510384000684,VA-128-1281042,5103840,VA-128,†,†,Adult Learning Ctr.,VA BEACH CITY PBLC SCHS,Virginia Beach city,4160 Virginia Beach Blvd,Virginia Beach,VA,23452,1768,(757)648-6050,11,City: Large,No,No,†,†,†,–,†,†,†,-76.1175441,36.8439426
510189000807,VA-043-0430671,5101890,VA-043,†,†,Advanced Career Education Center at Hermitage,HENRICO CO PBLC SCHS,Henrico County,8301 Hungary Spring Rd,Richmond,VA,23228,,(804)756-3020,21,Suburb: Large,No,No,†,†,†,–,†,†,†,-77.5169044,37.6330528
510189000810,VA-043-0430191,5101890,VA-043,†,†,Advanced Career Education Center at Highland Springs,HENRICO CO PBLC SCHS,Henrico County,100 Tech Drive,Highland Springs,VA,23075,,(804)328-4075,21,Suburb: Large,No,No,†,†,†,–,†,†,†,-77.3240656,37.5383972
510384002430,VA-128-1281048,5103840,VA-128,†,†,Advanced Technology Center,VA BEACH CITY PBLC SCHS,Virginia Beach city,1800 College Crescent,Virginia Beach,VA,23453,,(757)648-5800,11,City: Large,No,No,†,†,†,–,†,†,†,-76.0993767,36.7841982
510009000002,VA-002-0020160,5100090,VA-002,PK,05,Agnor-Hurt Elementary,ALBEMARLE CO PBLC SCHS,Albemarle County,3201 Berkmar Drive,Charlottesville,VA,22901,1475,(434)973-5211,23,Suburb: Small,No,No,Yes,No,525.00000,40.75000,12.9000000,242.00000,42.00000,-78.4770102,38.0895668
510384001671,VA-128-1280590,5103840,VA-128,PK,05,Alanton Elementary,VA BEACH CITY PBLC SCHS,Virginia Beach city,1441 Stephens Rd,Virginia Beach,VA,23454,,(757)648-2000,11,City: Large,No,No,No,†,661.00000,38.64000,17.1000000,210.00000,44.00000,-76.0316648,36.88257480000001
510009002796,VA-002-0021060,5100090,VA-002,06,08,Albemarle County Community Public Charter School,ALBEMARLE CO PBLC SCHS,Charlottesville city,1200 Forest Street,Charlottesville,VA,22903,5262,(434)972-1607,13,City: Small,Yes,No,No,†,50.00000,6.14000,8.1000000,10.00000,7.00000,-78.4825589,38.040662
510009000015,VA-002-0020880,5100090,VA-002,09,12,Albemarle High,ALBEMARLE CO PBLC SCHS,Albemarle County,2775 Hydraulic Road,Charlottesville,VA,22901,8917,(434)975-9300,41,Rural: Fringe,No,No,No,†,1986.00000,147.54000,13.5000000,438.00000,89.00000,-78.5014875,38.0754627
510240002616,VA-116-1160222,5102400,VA-116,KG,05,Albert Harris Elementary,MARTINSVILLE CITY PBLC SCHS,Martinsville city,710 Smith Road,Martinsville,VA,24112,,(276)403-5838,32,Town: Distant,No,No,Yes,Yes,383.00000,26.00000,14.7000000,380.00000,0.00000,-79.8857409,36.6922127
510324001351,VA-123-1230030,5103240,VA-123,06,08,Albert Hill Middle,RICHMOND CITY PBLC SCHS,Richmond city,3400 Patterson Ave,Richmond,VA,23221,2399,(804)780-6107,12,City: Midsize,No,No,Yes,Yes,495.00000,37.94000,13.0000000,491.00000,0.00000,-77.48140889999999,37.5624209
510084000462,VA-021-0210861,5100840,VA-021,PK,05,Alberta Smith Elementary,CHESTERFIELD CO PBLC SCHS,Chesterfield County,13200 Bailey Bridge Rd,Midlothian,VA,23112,1708,(804)739-6295,21,Suburb: Large,No,No,No,†,638.00000,41.50000,15.4000000,67.00000,34.00000,-77.64212479999999,37.3957923
510126001103,VA-029-0292212,5101260,VA-029,†,†,ALC at Bryant,FAIRFAX CO PBLC SCHS,Fairfax County,2709 Popkins Ln,Alexandria,VA,22306,,(703)660-2101,21,Suburb: Large,No,No,†,†,†,–,†,†,†,-77.08002189999999,38.7642237
510126002862,VA-029-0292352,5101260,VA-029,†,†,ALC at Burke,FAIRFAX CO PBLC SCHS,Fairfax County,Burke School,Burke,VA,20115,,(703)426-7300,21,Suburb: Large,No,No,†,†,†,–,†,†,†,-77.2786557,38.7841554
510126002790,VA-029-0292246,5101260,VA-029,†,†,ALC at Montrose,FAIRFAX CO PBLC SCHS,Fairfax County,6525 Montrose St,Alexandria,VA,22312,,(703)658-5800,21,Suburb: Large,No,No,†,†,†,–,†,†,†,-77.162671,38.815469
510126001106,VA-029-0292213,5101260,VA-029,†,†,ALC at Mountain View,FAIRFAX CO PBLC SCHS,Fairfax County,5775 Spindle Ct,Centreville,VA,20121,,(571)522-6840,21,Suburb: Large,No,No,†,†,†,–,†,†,†,-77.4258215,38.8380123
510225000908,VA-053-0530510,5102250,VA-053,PK,05,Aldie Elementary,LOUDOUN CO PBLC SCHS,Loudoun County,23269 Meetinghouse Ln,Aldie,VA,20105,,(703)957-4380,41,Rural: Fringe,No,No,No,†,139.00000,6.67000,20.8000000,17.00000,4.00000,-77.6448116,38.9739559
510126000767,VA-029-0292203,5101260,VA-029,PK,06,Aldrin Elementary,FAIRFAX CO PBLC SCHS,Fairfax County,11375 Center Harbor Rd,Reston,VA,20194,2061,(703)904-3800,13,City: Small,No,No,No,†,726.00000,51.16000,14.2000000,73.00000,17.00000,-77.33796699999999,38.979736
510180000727,VA-112-1120260,5101800,VA-112,PK,05,Alfred S. Forrest Elementary,HAMPTON CITY PBLC SCHS,Hampton city,1406 Todds Ln,Hampton,VA,23666,,(757)825-4627,12,City: Midsize,No,No,Yes,Yes,504.00000,29.00000,17.4000000,235.00000,46.00000,-76.4250941,37.0413205
510225002153,VA-053-0530150,5102250,VA-053,PK,05,Algonkian Elementary,LOUDOUN CO PBLC SCHS,Loudoun County,20196 Carter Court,Sterling,VA,20165,,(571)434-3240,21,Suburb: Large,No,No,No,†,513.00000,33.50000,15.3000000,52.00000,16.00000,-77.40986,39.0565665
510015201883,VA-003-0030310,5100152,VA-003,09,12,Alleghany High,ALLEGHANY CO PBLC SCHS,Alleghany County,210 Mountaineer Drive,Covington,VA,24426,,(540)863-1700,42,Rural: Distant,No,No,No,†,754.00000,51.79000,14.6000000,279.00000,49.00000,-79.90787739999999,37.788251
510060000219,VA-016-0160560,5100600,VA-016,PK,05,Altavista Elementary,CAMPBELL CO PBLC SCHS,Campbell County,1003 Lynch Mill Rd,Altavista,VA,24517,1028,(434)369-5665,41,Rural: Fringe,No,No,Yes,Yes,529.00000,33.25000,15.9000000,271.00000,30.00000,-79.2959004,37.14446119999999
510060000220,VA-016-0160200,5100600,VA-016,06,12,Altavista High,CAMPBELL CO PBLC SCHS,Campbell County,904 Bedford Avenue,Altavista,VA,24517,,(434)369-4768,32,Town: Distant,No,No,No,†,697.00000,52.57000,13.3000000,245.00000,41.00000,-79.2947258,37.110358
510007802353,VA-407-4070407,5100078,VA-407,†,†,Altern Ed Prgm/Behav Disord Youth/Montgomery,ALT ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY,Montgomery County,C/O Montgomery Co Public Schls,Christiansburg,VA,24073,,(540)381-6116,13,City: Small,No,No,†,†,†,–,†,†,†,-80.4103957,37.2070304
510171002439,VA-039-0390282,5101710,VA-039,†,†,Alternative Education Center,GREENE CO PBLC SCHS,Greene County,254 Monroe Drive,Stanardsville,VA,22973,,(434)939-9004,41,Rural: Fringe,No,No,†,†,†,–,†,†,†,-78.4431749,38.2938569
510132002186,VA-030-0300703,5101320,VA-030,†,†,Alternative Education Center,FAUQUIER CO PBLC SCHS,Fauquier County,4484 Catlett Road,Midland,VA,22728,,(540)422-7390,42,Rural: Distant,No,No,†,†,†,–,†,†,†,-77.691552,38.623199
510246002453,VA-058-0581121,5102460,VA-058,†,†,Alternative Education Center,MECKLENBURG CO PBLC SCHS,Mecklenburg County,6825 Skipwith Road,Skipwith,VA,23968,,(434)738-6111,42,Rural: Distant,No,No,†,†,†,–,†,†,†,-78.49624320000001,36.7054759
510018000062,VA-004-0040220,5100180,VA-004,PK,04,Amelia County Elementary,AMELIA CO PBLC SCHS,Amelia County,8533 N Five Forks Rd,Amelia Court House,VA,23002,,(804)561-2433,42,Rural: Distant,No,No,Yes,Yes,738.00000,37.91000,19.5000000,321.00000,49.00000,-77.9845964,37.3312997
510018001828,VA-004-0040010,5100180,VA-004,09,12,Amelia County High,AMELIA CO PBLC SCHS,Amelia County,8500 Otterburn Rd,Amelia Court House,VA,23002,,(804)561-2101,42,Rural: Distant,No,No,No,†,578.00000,37.94000,15.2000000,181.00000,45.00000,-77.9877156,37.3312411
510018000063,VA-004-0040210,5100180,VA-004,05,08,Amelia County Middle,AMELIA CO PBLC SCHS,Amelia County,8740 Otterburn Road,Amelia,VA,23002,,(804)561-4422,42,Rural: Distant,No,No,No,†,492.00000,31.84000,15.5000000,194.00000,32.00000,-77.9899251,37.3347463
510324001352,VA-123-1230750,5103240,VA-123,PK,12,Amelia Street Special Education,RICHMOND CITY PBLC SCHS,Richmond city,1821 Amelia St,Richmond,VA,23220,6696,(804)780-6275,12,City: Midsize,No,No,Yes,No,40.00000,2.00000,20.0000000,26.00000,0.00000,-77.47052699999999,37.538257
510001302026,VA-311-3110380,5100013,VA-311,†,†,Amelia-Nottoway Voc Ctr,AMELIA-NOTTOWAY VOC CTR,Nottoway County,148 Vo-Tech Road,Jetersville,VA,23083,,(434)645-7854,42,Rural: Distant,No,No,†,†,†,–,†,†,†,-78.13262189999999,37.263627
510021000064,VA-005-0050780,5100210,VA-005,PK,05,Amelon Elementary,AMHERST CO PBLC SCHS,Amherst County,132 Amer Court,Madison Heights,VA,24572,,(434)528-6498,41,Rural: Fringe,No,No,Yes,No,473.00000,31.50000,15.0000000,208.00000,42.00000,-79.1175993,37.4701154
510021000065,VA-005-0050750,5100210,VA-005,09,12,Amherst County High,AMHERST CO PBLC SCHS,Amherst County,139 Lancer Lane,Amherst,VA,24521,,(434)946-2898,41,Rural: Fringe,No,No,No,†,1262.00000,99.89000,12.6000000,386.00000,102.00000,-79.05859120000001,37.57010830000001
510021000067,VA-005-0050790,5100210,VA-005,PK,05,Amherst Elementary,AMHERST CO PBLC SCHS,Amherst County,156 Davis St,Amherst,VA,24521,,(434)946-9704,41,Rural: Fringe,No,No,Yes,No,301.00000,21.00000,14.3000000,100.00000,24.00000,-79.0455582,37.587916
510021000066,VA-005-0050670,5100210,VA-005,06,08,Amherst Middle,AMHERST CO PBLC SCHS,Amherst County,165 Gordons Fairground Rd,Amherst,VA,24521,,(434)946-0691,41,Rural: Fringe,No,No,No,†,347.00000,30.58000,11.3000000,116.00000,29.00000,-79.03204649999999,37.569499
510366001978,VA-089-0890040,5103660,VA-089,06,08,Andrew G. Wright Middle,STAFFORD CO PBLC SCHS,Stafford County,100 Wood Dr,Stafford,VA,22556,,(540)658-6240,21,Suburb: Large,No,No,No,†,882.00000,51.27000,17.2000000,158.00000,45.00000,-77.4807731,38.4740399
510346002045,VA-139-1390100,5103460,VA-139,06,08,Andrew Lewis Middle,SALEM CITY PBLC SCHS,Salem city,616 South College Ave,Salem,VA,24153,5090,(540)387-2513,22,Suburb: Midsize,No,No,No,†,901.00000,64.72000,13.9000000,238.00000,54.00000,-80.0527568,37.2867413
510126000423,VA-029-0290660,5101260,VA-029,09,12,Annandale High,FAIRFAX CO PBLC SCHS,Fairfax County,4700 Medford Dr,Annandale,VA,22003,,(703)642-4100,21,Suburb: Large,No,No,No,†,2160.00000,161.24000,13.4000000,902.00000,222.00000,-77.20815859999999,38.8219346
510126000424,VA-029-0291360,5101260,VA-029,PK,05,Annandale Terrace Elementary,FAIRFAX CO PBLC SCHS,Fairfax County,7604 Herald St,Annandale,VA,22003,,(703)658-5600,21,Suburb: Large,No,No,Yes,Yes,690.00000,43.50000,15.9000000,410.00000,88.00000,-77.2084486,38.8275434
510366001594,VA-089-0890260,5103660,VA-089,PK,05,Anne E. Moncure Elementary,STAFFORD CO PBLC SCHS,Stafford County,75 Moncure Lane,Stafford,VA,22556,,(540)658-6300,21,Suburb: Large,No,No,No,†,758.00000,37.00000,20.5000000,155.00000,41.00000,-77.4156454,38.474848
510366002601,VA-089-0890433,5103660,VA-089,PK,05,Anthony Burns Elementary,STAFFORD CO PBLC SCHS,Stafford County,60 Gallery Road,Stafford,VA,22554,,(540)658-6000,21,Suburb: Large,No,No,Yes,No,810.00000,42.00000,19.3000000,221.00000,61.00000,-77.4159579,38.4392661
510189002124,VA-043-0430450,5101890,VA-043,PK,02,Anthony P. Mehfoud Elementary,HENRICO CO PBLC SCHS,Henrico County,8320 Buffin Rd,Richmond,VA,23231,,(804)795-7020,21,Suburb: Large,No,No,No,†,351.00000,22.00000,16.0000000,129.00000,18.00000,-77.34472509999999,37.4369592
510313002199,VA-075-0750760,5103130,VA-075,PK,05,Antietam Elementary,PRINCE WILLIAM CO PBLC SCHS,Prince William County,12000 Antietam Rd,Woodbridge,VA,22192,,(703)497-7619,21,Suburb: Large,No,No,No,†,663.00000,38.00000,17.4000000,159.00000,65.00000,-77.2980486,38.6933917
510147000646,VA-034-0340010,5101470,VA-034,PK,05,Apple Pie Ridge Elementary,FREDERICK CO PBLC SCHS,Frederick County,349 Apple Pie Ridge Rd,Winchester,VA,22603,,(540)662-4781,41,Rural: Fringe,No,No,Yes,Yes,471.00000,28.75000,16.4000000,184.00000,40.00000,-78.1797777,39.2147723
510024000076,VA-006-0060260,5100240,VA-006,09,12,Appomattox County High,APPOMATTOX CO PBLC SCHS,Appomattox County,198 Evergreen Avenue,Appomattox,VA,24522,,(434)352-7146,42,Rural: Distant,No,No,No,†,718.00000,52.98000,13.6000000,243.00000,34.00000,-78.82609959999999,37.3452238
510024000077,VA-006-0060110,5100240,VA-006,03,05,Appomattox Elementary,APPOMATTOX CO PBLC SCHS,Appomattox County,176 Kids Place,Appomattox,VA,24522,,(434)352-7463,42,Rural: Distant,No,No,Yes,Yes,508.00000,30.00000,16.9000000,228.00000,28.00000,-78.8381759,37.3524776
510024000078,VA-006-0060160,5100240,VA-006,06,08,Appomattox Middle,APPOMATTOX CO PBLC SCHS,Appomattox County,2020 Church St,Appomattox,VA,24522,,(434)352-8257,42,Rural: Distant,No,No,No,†,496.00000,38.02000,13.0000000,188.00000,22.00000,-78.8251561,37.3557212
510024000079,VA-006-0060250,5100240,VA-006,PK,02,Appomattox Primary,APPOMATTOX CO PBLC SCHS,Appomattox County,185 Learning Lane,Appomattox,VA,24522,,(434)352-5766,42,Rural: Distant,No,No,Yes,Yes,582.00000,30.00000,19.4000000,244.00000,37.00000,-78.833542,37.359003
510003201932,VA-267-2670010,5100032,VA-267,†,†,Appomattox Regional Governor's School,APPOMATTOX REGIONAL GOV SCH,Petersburg city,512 W Washington St,Petersburg,VA,23803,,(804)722-0200,21,Suburb: Large,No,Yes,†,†,†,–,†,†,†,-77.41165289999999,37.2256836
510006002028,VA-001-0010540,5100060,VA-001,09,12,Arcadia High,ACCOMACK CO PBLC SCHS,Accomack County,PO Box 69,Oak Hall,VA,23416,0069,(757)824-5613,42,Rural: Distant,No,No,No,†,603.00000,42.88000,14.1000000,367.00000,53.00000,-75.54607740000002,37.9366134
510006002434,VA-001-0010704,5100060,VA-001,06,08,Arcadia Middle,ACCOMACK CO PBLC SCHS,Accomack County,P. O. Box 220,Oak Hall,VA,23416,,(757)824-4862,42,Rural: Distant,No,No,Yes,Yes,495.00000,34.03000,14.5000000,338.00000,41.00000,-75.54826870000001,37.9270882
510126000529,VA-029-0290110,5101260,VA-029,PK,06,Archer Elementary,FAIRFAX CO PBLC SCHS,Fairfax County,324 Nutley St NW,Vienna,VA,22180,,(703)937-6200,21,Suburb: Large,No,No,No,†,671.00000,40.37000,16.6000000,64.00000,12.00000,-77.2779592,38.8984709
510225002762,VA-053-0530610,5102250,VA-053,PK,05,Arcola Elementary,LOUDOUN CO PBLC SCHS,Loudoun County,41740 Tall Cedars Parkway,Aldie,VA,20105,,(703)957-4390,21,Suburb: Large,No,No,No,†,935.00000,45.46000,20.6000000,51.00000,20.00000,-77.5595238,38.937057
510027002875,VA-007-0070618,5100270,VA-007,09,12,Arlington Community High,ARLINGTON CO PBLC SCHS,Arlington County,800 S. Walter Reed Dr,Arlington,VA,22204,,(703)228-5350,12,City: Midsize,No,No,No,†,155.00000,17.31000,9.0000000,42.00000,17.00000,-77.0880135,38.8653073
510027001067,VA-007-0070613,5100270,VA-007,PK,05,Arlington Science Focus School,ARLINGTON CO PBLC SCHS,Arlington County,1501 N. Lincoln Street,Arlington,VA,22201,,(703)228-7670,12,City: Midsize,No,Yes,No,†,662.00000,53.92000,12.3000000,108.00000,29.00000,-77.1022205,38.8901858
510027000104,VA-007-0070470,5100270,VA-007,PK,05,Arlington Traditional,ARLINGTON CO PBLC SCHS,Arlington County,855 N. Edison St,Arlington,VA,22205,,(703)228-6290,12,City: Midsize,No,Yes,No,†,534.00000,35.94000,14.9000000,73.00000,40.00000,-77.12185339999999,38.8797222
510147000091,VA-034-0340320,5101470,VA-034,PK,05,Armel Elementary,FREDERICK CO PBLC SCHS,Frederick County,2239 Front Royal Pike,Winchester,VA,22602,,(540)869-1657,41,Rural: Fringe,No,No,No,†,610.00000,33.83000,18.0000000,122.00000,22.00000,-78.15626499999999,39.1023744
510180000728,VA-112-1120120,5101800,VA-112,KG,05,Armstrong Elementary,HAMPTON CITY PBLC SCHS,Hampton city,3401 Matoaka Rd,Hampton,VA,23661,,(757)727-1067,12,City: Midsize,No,No,No,†,305.00000,16.00000,19.1000000,59.00000,26.00000,-76.36467809999999,37.0097306
510126002058,VA-029-0291530,5101260,VA-029,PK,06,Armstrong Elementary,FAIRFAX CO PBLC SCHS,Fairfax County,11900 Lake Newport Rd,Reston,VA,20194,1500,(703)375-4800,13,City: Small,No,No,No,†,461.00000,39.00000,11.8000000,38.00000,15.00000,-77.35846339999999,38.980134
510324002082,VA-123-1230850,5103240,VA-123,09,12,Armstrong High,RICHMOND CITY PBLC SCHS,Henrico County,2300 Cool Lane,Richmond,VA,23223,4196,(804)780-4449,21,Suburb: Large,No,No,Yes,Yes,929.00000,71.05000,13.1000000,883.00000,0.00000,-77.40387779999999,37.5524906
510384001673,VA-128-1280550,5103840,VA-128,PK,05,Arrowhead Elementary,VA BEACH CITY PBLC SCHS,Virginia Beach city,5549 Susquehanna Dr,Virginia Beach,VA,23462,4034,(757)648-2040,11,City: Large,No,No,No,†,517.00000,27.67000,18.7000000,201.00000,52.00000,-76.18660550000001,36.8314712
510189000869,VA-043-0430320,5101890,VA-043,PK,05,Arthur Ashe Jr. Elementary,HENRICO CO PBLC SCHS,Henrico County,1001 Cedar Fork Road,Richmond,VA,23223,,(804)343-6550,41,Rural: Fringe,No,No,Yes,Yes,501.00000,30.00000,16.7000000,316.00000,34.00000,-77.364142,37.571862
510369001610,VA-126-1260040,5103690,VA-126,KG,05,Arthur R. Ware Elementary,STAUNTON CITY PBLC SCHS,Staunton city,330 Grubert Avenue,Staunton,VA,24401,,(540)332-3938,13,City: Small,No,No,Yes,Yes,429.00000,30.70000,14.0000000,183.00000,45.00000,-79.0984842,38.1613027
510225000134,VA-053-0530170,5102250,VA-053,PK,05,Ashburn Elementary,LOUDOUN CO PBLC SCHS,Loudoun County,44062 Fincastle Dr,Ashburn,VA,20147,,(571)252-2350,21,Suburb: Large,No,No,No,†,665.00000,35.56000,18.7000000,68.00000,33.00000,-77.47715,39.0523327
